row,Game Name,Category,NYC,BGG ID,BGG Rank,Avg Rating,Geek Rating,Weight,Year,Min Players,Max Players,Best Players,Recommended Players,Min Age (Manufacturer),Community Age,Min Playtime,Max Playtime,Designers,BGG Categories,Mechanics,Themes,Fans Also Like,Match Confidence,Match Method,Description
181,On Tour,Gateway Strategy,,251412,1505,6.81968,6.42836,1.4,2019,1,8,"2, 4","1-8, 9",7,8+,20,20,Chad DeShon,Dice | Music | Number | Travel,Bingo | Connections | Dice Rolling | Line Drawing | Network and Route Building | Paper-and-Pencil | Push Your Luck | Simultaneous Action Selection | Solo / Solitaire Game,Continents: Europe | Country: USA | Crowdfunding: Kickstarter | Theme: Music Making & Makers,Gizmos | Mountain Goats | Welcome To... | Space Base | Railroad Ink: Deep Blue Edition | Tiny Towns | Paint the Roses | New York Zoo | Abandon All Artichokes | Can't Stop | Bärenpark | The Guild of Merchant Explorers | Azul: Summer Pavilion | Dice Hospital | Patchwork | Bunny Kingdom | Point Salad | Hardback | Villagers | Get on Board: New York & London | Trailblazers | Copenhagen | Tokaido | 7 Wonders: Architects | Letter Tycoon | It's a Wonderful World | Azul | boop.,1.00,auto,"You're living the dream. You're in a band and they&rsquo;re about to go on tour. It's your job to schedule the band's stops over your 100-day tour, visiting as many states as possible. Each turn in On Tour, two ten-sided dice are rolled to make two two-digit numbers. For example, a roll of 3 and 7 creates the numbers 37 and 73. All players write each of those numbers in a state on their map. The regions they can write in are restricted by three cards turned up in the middle of the table. At the end of the game, each player draws a route on their map, starting with a low number and visiting adj"
182,Pandemic: Hot Zone – North America,Gateway Strategy,,301919,2105,6.95955,6.23029,1.8644067796610169,2020,2,4,2,1-4,8,8+,30,30,Matt Leacock,Medical | Print & Play,Action Points | Cooperative Game | Hand Management | Point to Point Movement | Set Collection | Trading | Variable Player Powers,Continents: North America | Medical: Diseases | Occupation: Researcher / Scientist | Theme: Science,Trails | Forbidden Island | Horrified | Tsuro | Horrified: American Monsters | Ticket to Ride: New York | Forbidden Desert | Forbidden Sky | Planet | Forbidden Jungle | Ticket to Ride: San Francisco | Horrified: Greek Monsters | Ticket to Ride: London | 5-Minute Marvel | Pandemic: Rapid Response | Red Rising | Santorini: New York | Harry Potter: Hogwarts Battle | King of Monster Island | Disney Villainous: The Worst Takes it All | Castle Panic | Flash Point: Fire Rescue | Summer Camp | The Night Cage | Star Wars: The Clone Wars | Flamecraft | Horrified: Dungeons & Dragons | Pandemic,1.00,auto,"Disease threatens North America and only you can stop it! In Pandemic: Hot Zone – North America, players work together against the game to discover cures for three deadly diseases that threaten the continent. Travel to different North American cities to treat local populations, prevent outbreaks, and share research with your team. Can you discover the cures before it's too late? Hot Zone – North America is a shorter, more portable version of the best-selling cooperative game Pandemic."
183,Pandemic: Rapid Response,Gateway Strategy,,280789,2796,6.5464,6.07059,2.1228070175438596,2019,2,4,2,2-4,8,10+,20,20,Kane Klenko,Dice | Medical | Real-time,Contracts | Cooperative Game | Dice Rolling | Re-rolling and Locking | Real-Time | Variable Player Powers,Medical: Diseases | Occupation: Medic / Doctor / Nurses | Occupation: Researcher / Scientist,Forbidden Desert | Flash Point: Fire Rescue | Pandemic: The Cure | Forbidden Island | Ticket to Ride: New York | Queendomino | A Game of Thrones: Hand of the King | Horrified | FUSE | Harry Potter: Hogwarts Battle | Planet | Forbidden Sky | The Grimm Forest | Pandemic | Raptor | Welcome to the Dungeon | Escape: The Curse of the Temple | Above and Below | Jamaica | Dead Men Tell No Tales | Pandemic: Hot Zone – North America | Azul: Stained Glass of Sintra | Karuba | BANG! The Dice Game | King of New York | Tiny Epic Galaxies | Dead of Winter: A Crossroads Game | Flick 'em Up!,1.00,auto,"Disaster has struck! Cities around the world are in desperate need of food, water, vaccines, and other supplies. You and your team belong to the Crisis Response Unit (CRU), an elite team of doctors and specialists. With a specially equipped plane, you are uniquely capable of providing life-saving aid — anytime, anywhere. Pandemic: Rapid Response is a race against time. Roll dice to create supplies, fly the plane, and make deliveries to cities in need. As the timer counts down, you must quickly coordinate and work together to react to new disasters. Will you and your team be able to respond in "
184,Point Salad,Gateway Strategy,,274960,599,7.09101,6.91662,1.1535433070866141,2019,2,6,3,2-6,10,8+,15,30,Molly Johnson | Robert Melvin | Shawn Stankewich,Card Game,Contracts | End Game Bonuses | Open Drafting | Set Collection,Food & Drink: Vegetables | Series: Point … (Flatout Games),Patchwork | Tiny Towns | Jaipur | Azul | Kingdomino | Bärenpark | Welcome To... | Splendor Duel | The Isle of Cats | Splendor | Sagrada | Azul: Summer Pavilion | Gizmos | 7 Wonders: Architects | Century: Spice Road | Space Base | Santorini | Wingspan | PARKS | Sea Salt & Paper | Wandering Towers | 7 Wonders Duel | My City | Diamant | Nidavellir | Bunny Kingdom | Cartographers | Potion Explosion,1.00,auto,"Point Salad is a fast and fun card drafting game for the whole family. There are over 100 ways to score points. Players may use a variety of strategies and every game of Point Salad is unique! Cards come in six different types of veggies, and the back of each card has a different scoring method. So for instance, one scoring method may award 2 points for every carrot you have, but deduct a point for every onion. By drafting combinations of veggies and point cards that work for your strategy, you can amass the most points and win. —description from the publisher"
185,QE,Gateway Strategy,,266830,615,7.32906,6.90488,1.5642857142857143,2019,3,5,5,3-5,8,10+,45,45,Gavin Birnbaum,Economic,Auction / Bidding | Auction: Sealed Bid | End Game Bonuses | Memory | Set Collection,Crowdfunding: Kickstarter,Ready Set Bet | A Fake Artist Goes to New York | SCOUT | Crokinole | So Clover! | Cryptid | Captain Sonar | Decrypto | The Crew: The Quest for Planet Nine | The Crew: Mission Deep Sea | That's Not a Hat | Just One | The Gang | Quacks | Skull | Ethnos | Junk Art | Deception: Murder in Hong Kong | Letter Jam | No Thanks! | Cubitos | Long Shot: The Dice Game | Chinatown | Ra | Blood on the Clocktower | The Search for Planet X | Codenames | Las Vegas Royale,1.00,auto,"Financial crisis has occurred. Sixteen ""too big to fail"" companies from four countries need bailing out. The central banks have unlimited financial resources, so lots of money is going to be printed, but the central banks also face disaster — print too much money and the country they represent goes bust. In Q.E., a term that stands for ""quantitative easing"", you play the role of a central bank. You bid on different size companies to accumulate various levels of victory points. The amount you bid is unlimited since you are the central bank and you own the printing press! After the initial ""open"
186,Railroad Ink: Deep Blue Edition,Gateway Strategy,,245654,627,7.14493,6.89137,1.4684014869888475,2018,1,6,2,1-6,8,8+,20,30,Hjalmar Hach | Lorenzo Silva,Dice | Trains,Bingo | Connections | Dice Rolling | Line Drawing | Network and Route Building | Paper-and-Pencil | Simultaneous Action Selection | Solo / Solitaire Game,Theme: Under the Sea,Welcome To... | Patchwork | Azul: Summer Pavilion | Cartographers | On Tour | Tranquility | Azul | Tiny Towns | Bärenpark | Gizmos | Abandon All Artichokes | Splendor Duel | New York Zoo | Villagers | Railroad Ink: Blazing Red Edition | Kingdomino | 7 Wonders: Architects | The Guild of Merchant Explorers | Nova Luna | Get on Board: New York & London | It's a Wonderful World | Bunny Kingdom | Potion Explosion | Burgle Bros. | Point Salad | Jaipur | Space Base | Dice Hospital,1.00,human_confirmed,"In the multiplayer puzzle game Railroad Ink, your goal is to connect as many exits on your board as possible. Each round, a set of dice are rolled in the middle of the table, determining which kind of road and railway routes are available to all players. You have to draw these routes on your erasable boards to create transport lines and connect your exits, trying to optimize the available symbols better than your opponents. The more exits you connect, the more points you score at the end of the game, but you lose points for each incomplete route, so plan carefully! Will you press your luck and"
187,Reef,Gateway Strategy,,244228,916,6.9959,6.69924,1.8208955223880596,2018,2,4,2,2-4,8,8+,30,45,Emerson Matsuuchi,Abstract Strategy | Animals,Hand Management | Layering | Pattern Building | Tile Placement,"Animals: Coral / Jellyfish / Anemones | Theme: Nature | Theme: Sealife, Seas, and Oceans",Sagrada | Azul: Stained Glass of Sintra | Bad Company | Santa Monica | Quadropolis | Calico | Meadow | Karuba | Between Two Castles of Mad King Ludwig | Quacks | Cubitos | Fantastic Factories | Silver & Gold | Cat Lady | NMBR 9 | Raiders of the North Sea | Century: A New World | Furnace | Queendomino | Project L | Cascadia | Ex Libris | Long Shot: The Dice Game | Lanterns: The Harvest Festival | Trekking Through History | Yamataï | Point Salad | Century: Spice Road,1.00,auto,"In the game Reef, players take on the role of a coral reef, carefully selecting colors and patterns in which to grow and expand. On each turn, players can choose to pick up a new card from a choice of four, or play a card that is already in hand. Each card provides two reef pieces and a pattern that scores points if the existing reef has it (after placing the two new pieces). Whoever has the most points when the reef pieces (or card deck) run out wins! Reef is an abstract strategy game suited for players aged 8 and up. While it could take thousands of years for a coral reef to grow, a game of "
188,Sagrada,Gateway Strategy,,199561,224,7.46938,7.32517,1.9175455417066156,2017,1,4,2,1-4,14,8+,30,45,Adrian Adamescu | Daryl Andrews,Abstract Strategy | Dice | Puzzle,Contracts | Dice Rolling | End Game Bonuses | Grid Coverage | Open Drafting | Pattern Building | Set Collection | Solo / Solitaire Game | Turn Order: Progressive | Variable Set-up,Category: DIZED Tutorial | Cities: Barcelona (Spain) | Crowdfunding: Kickstarter | Organizations: The Game Artisans of Canada | Theme: Art | Theme: Art style – Art Nouveau | Theme: Stained Glass,Calico | Azul: Stained Glass of Sintra | Cascadia | Project L | Quacks | The Isle of Cats | PARKS | Reef | Wingspan | Point Salad | Between Two Castles of Mad King Ludwig | Meadow | Cubitos | Santa Monica | Azul: Queen's Garden | Jaipur | Earth | Everdell | Sushi Go Party! | Patchwork | Azul | Takenoko | Century: Spice Road | Long Shot: The Dice Game | Furnace | Tiny Towns | Photosynthesis | Splendor,1.00,auto,"Draft dice and use the tools-of-the-trade in Sagrada to carefully construct your stained glass window masterpiece. In more detail, each player builds a stained glass window by building up a grid of dice on their player board. Each board has some restrictions on which color or shade (value) of die can be placed there. Dice of the same shade or color may never be placed next to each other. Dice are drafted in player order, with the start player rotating each round, snaking back around after the last player drafts two dice. Scoring is variable per game based on achieving various patterns and vari"
189,Santorini,Gateway Strategy,,194655,309,7.33211,7.19059,1.721951219512195,2016,2,4,2,2-3,8,6+,20,20,Gord!,Abstract Strategy | Ancient | Mythology,Grid Movement | Map Reduction | Race | Square Grid | Team-Based Game | Three Dimensional Movement | Variable Player Powers,Ancient: Greece | Category: Combinatorial | Country: Greece | Crowdfunding: Kickstarter | Islands: Santorini (Greece) | Mythology: Greek | Organizations: The Game Artisans of Canada | Theme: Chibis | Theme: Construction,Azul | Splendor | King of Tokyo | Jaipur | Kingdomino | Downforce | Onitama | Patchwork | Photosynthesis | 7 Wonders Duel | Takenoko | Love Letter | Hanabi | Point Salad | Sushi Go! | Dice Forge | Sushi Go Party! | Space Base | Welcome To... | Diamant | Arboretum | Heat: Pedal to the Metal | Hanamikoji | Potion Explosion | Pandemic | Wingspan | Carcassonne | Lost Cities,1.00,auto,"Santorini is a re-imagining of the purely abstract 2004 edition. Santorini is an accessible strategy game, simple enough for an elementary school classroom while aiming to provide gameplay depth and content for hardcore gamers to explore. Santorini features variable player powers layered over an otherwise abstract game, with 40 thematic god and hero powers that fundamentally change the way the game is played. The rules are simple. Each turn consists of 2 steps: 1. Move - move one of your builders into a neighboring space. You may move your Builder Pawn on the same level, step-up one level, or "
190,Splendor,Gateway Strategy,,148228,243,7.42037,7.29263,1.7755798090040928,2014,2,4,3,2-4,10,8+,30,30,Marc André,Card Game | Economic | Renaissance,Contracts | Open Drafting | Race | Set Collection,Category: DIZED Tutorial | Theme: Jewelry | Theme: Jewels,Azul | Santorini | Century: Spice Road | Love Letter | Kingdomino | Jaipur | Patchwork | 7 Wonders Duel | 7 Wonders | King of Tokyo | Hanabi | Welcome To... | Sushi Go! | Photosynthesis | Carcassonne | Wingspan | Point Salad | Takenoko | Tokaido | Dice Forge | Ticket to Ride | Sushi Go Party! | Downforce | Splendor Duel | Castles of Mad King Ludwig | Pandemic | The Castles of Burgundy | Bärenpark,1.00,auto,"Splendor is a game of chip-collecting and card development. Players are merchants of the Renaissance trying to buy gem mines, means of transportation, shops—all in order to acquire the most prestige points. If you're wealthy enough, you might even receive a visit from a noble at some point, which of course will further increase your prestige. On your turn, you may (1) collect chips (gems), or (2) buy and build a card, or (3) reserve one card. If you collect chips, you take either three different kinds of chips or two chips of the same kind. If you buy a card, you pay its price in chips and add"
